comp_name,tittle_job,tittle_url
"Hansae Hcm.,co LTD",Garment Merchandiser(MỚI),https://www.vietnamworks.com/garment-merchandiser-68-1639363-jv/?source=searchResults&searchType=2&placement=1639464&sortBy=date
Công Ty TNHH Thời Trang Nón Sơn,Trợ Lý Tổng Giám Đốc(MỚI),https://www.vietnamworks.com/tro-ly-tong-giam-doc-458-1-1642812-jv/?source=searchResults&searchType=2&placement=1642913&sortBy=date
Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Phó Phòng Quản Lý Kỹ Thuật(MỚI),https://www.vietnamworks.com/pho-phong-quan-ly-ky-thuat-2-1642759-jv/?source=searchResults&searchType=2&placement=1642860&sortBy=date
"Tilling Timber Pty Ltd, Vietnam Representative Office",Estimator and Designer in Da Nang(MỚI),https://www.vietnamworks.com/estimator-and-designer-in-da-nang-1642830-jv/?source=searchResults&searchType=2&placement=1642931&sortBy=date
"Tek Experts Co., Ltd",Chuyên Viên Hỗ Trợ Phần Mềm ERP(MỚI),https://www.vietnamworks.com/chuyen-vien-ho-tro-phan-mem-erp-2-1637809-jv/?source=searchResults&searchType=2&placement=1637910&sortBy=date
Công Ty Cổ Phần Tập Đoàn Masterise,MEP Execution Manager(MỚI),https://www.vietnamworks.com/mep-execution-manager-1625027-jv/?source=searchResults&searchType=2&placement=1625128&sortBy=date
"Trung Tâm Quản Lý, Điều Hành Mạng (Noc) - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone","Chuyên Viên Quản Lý, Vận Hành Hệ Thống Mạng Viễn Thông(MỚI)",https://www.vietnamworks.com/chuyen-vien-quan-ly-van-hanh-he-thong-mang-vien-thong-2-1-1-1-1641289-jv/?source=searchResults&searchType=2&placement=1641390&sortBy=date
FORD Vietnam Limited,Sales Planning and Distribution Analyst(MỚI),https://www.vietnamworks.com/sales-planning-and-distribution-analyst-1641799-jv/?source=searchResults&searchType=2&placement=1641900&sortBy=date
1C Vietnam LLC,Chuyên Viên Tư Vấn Kinh Doanh [ Up to $1500](MỚI),https://www.vietnamworks.com/chuyen-vien-tu-van-kinh-doanh-up-to-1500-1-1641875-jv/?source=searchResults&searchType=2&placement=1641976&sortBy=date
Sacombank – Ngân Hàng TMCP Sài Gòn Thương Tín,Chuyên Viên Phát Triển Sản Phẩm (Tín Dụng/tiền Gửi/dịch Vụ) - Khối Doanh Nghiệp(MỚI),https://www.vietnamworks.com/chuyen-vien-phat-trien-san-pham-tin-dung-tien-gui-dich-vu-khoi-doanh-nghiep-1645855-jv/?source=searchResults&searchType=2&placement=1645956&sortBy=date
Bosch Global Software Technologies Company Limited,Data Architect(MỚI),https://www.vietnamworks.com/data-architect-7-1639216-jv/?source=searchResults&searchType=2&placement=1639317&sortBy=date
ELCA Information Technology (Vietnam) Limited,Senior Oracle DBA(MỚI),https://www.vietnamworks.com/senior-oracle-dba-1639233-jv/?source=searchResults&searchType=2&placement=1639334&sortBy=date
Real Logistics,Sales Logistics Staff(MỚI),https://www.vietnamworks.com/sales-logistics-staff-4-1643307-jv/?source=searchResults&searchType=2&placement=1643408&sortBy=date
Hanwha Aero Engines Company Limited,ERP Specialist (Salary Up to 1100$)(MỚI),https://www.vietnamworks.com/erp-specialist-salary-up-to-1100-1643273-jv/?source=searchResults&searchType=2&placement=1643374&sortBy=date
Công Ty TNHH Công Nghiệp Nhựa Pioneer,Chief Accountant(MỚI),https://www.vietnamworks.com/chief-accountant-1260-1-1-1629659-jv/?source=searchResults&searchType=2&placement=1629760&sortBy=date
Công Ty Tài Chính Trách Nhiệm Hữu Hạn MB Shinsei,Chuyên Gia Chính Sách Rủi Ro Tín Dụng(MỚI),https://www.vietnamworks.com/chuyen-gia-chinh-sach-rui-ro-tin-dung-3-1628126-jv/?source=searchResults&searchType=2&placement=1628227&sortBy=date
One Mount,Trưởng Nhóm Vận Hành Kinh Doanh BĐS(MỚI),https://www.vietnamworks.com/truong-nhom-van-hanh-kinh-doanh-bds-1644756-jv/?source=searchResults&searchType=2&placement=1644857&sortBy=date
Công Ty TNHH Nestlé Việt Nam,SC Development Assistant(MỚI),https://www.vietnamworks.com/sc-development-assistant-1644750-jv/?source=searchResults&searchType=2&placement=1644851&sortBy=date
"Hansae Hcm.,co LTD",Senior Merchandiser(MỚI),https://www.vietnamworks.com/senior-merchandiser-135-1645750-jv/?source=searchResults&searchType=2&placement=1645851&sortBy=date
Công Ty TNHH Emers Vietnam,Merchandiser / Procurement (Sport/fashion Retail Industry)(MỚI),https://www.vietnamworks.com/merchandiser-procurement-sport-fashion-retail-industry-1-1635182-jv/?source=searchResults&searchType=2&placement=1635283&sortBy=date
Công Ty TNHH Thương Mại Khatoco,Nhân Viên Hành Chính – Nhân Sự(MỚI),https://www.vietnamworks.com/nhan-vien-hanh-chinh-nhan-su-967-1641357-jv/?source=searchResults&searchType=2&placement=1641458&sortBy=date
Công Ty Viễn Thông Điện Lực Và Công Nghệ Thông Tin (Evnict) – Tập Đoàn Điện Lực Việt Nam,Kỹ Sư An Ninh Thông Tin(MỚI),https://www.vietnamworks.com/ky-su-an-ninh-thong-tin-1642749-jv/?source=searchResults&searchType=2&placement=1642850&sortBy=date
Công Ty TNHH Thời Trang Nón Sơn,Kế Toán Trưởng(MỚI),https://www.vietnamworks.com/ke-toan-truong-3040-1-1642821-jv/?source=searchResults&searchType=2&placement=1642922&sortBy=date
FORD Vietnam Limited,Project Implementation Consultant(MỚI),https://www.vietnamworks.com/project-implementation-consultant-1-1-1645328-jv/?source=searchResults&searchType=2&placement=1645429&sortBy=date
"Trung Tâm Quản Lý, Điều Hành Mạng (Noc) - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone",Chuyên Viên Hành Chính Quản Trị(MỚI),https://www.vietnamworks.com/chuyen-vien-hanh-chinh-quan-tri-10-1640592-jv/?source=searchResults&searchType=2&placement=1640693&sortBy=date
"Trung Tâm Quản Lý, Điều Hành Mạng (Noc) - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone","Chuyên Viên Quản Lý, Vận Hành Hệ Thống Cơ Sở Hạ Tầng (Data Center)(MỚI)",https://www.vietnamworks.com/chuyen-vien-quan-ly-van-hanh-he-thong-co-so-ha-tang-data-center-1641285-jv/?source=searchResults&searchType=2&placement=1641386&sortBy=date
HYUNDAI Kefico,Kỹ Sư Quản Lý Sản Xuất ( Quản Lý OP / Sản Lượng)(MỚI),https://www.vietnamworks.com/ky-su-quan-ly-san-xuat-quan-ly-op-san-luong-1626463-jv/?source=searchResults&searchType=2&placement=1626564&sortBy=date
Sparx* - A Virtuos Company,Associate Art Producer(MỚI),https://www.vietnamworks.com/associate-art-producer-3-1639332-jv/?source=searchResults&searchType=2&placement=1639433&sortBy=date
Công Ty Cổ Phần Công Nghệ Phúc Bình,Giám Đốc Kinh Doanh Dự Án(MỚI),https://www.vietnamworks.com/giam-doc-kinh-doanh-du-an-38-1641500-jv/?source=searchResults&searchType=2&placement=1641601&sortBy=date
Công Ty Cổ Phần Chứng Khoán FPT,Đào Tạo Thực Tập Sinh Tư Vấn Đầu Tư (Có Lương)(MỚI),https://www.vietnamworks.com/dao-tao-thuc-tap-sinh-tu-van-dau-tu-co-luong-1637722-jv/?source=searchResults&searchType=2&placement=1637823&sortBy=date
Công Ty Cổ Phần Tập Đoàn Masterise,Senior Manager - Digital & Media(MỚI),https://www.vietnamworks.com/senior-manager-digital-media-1624979-jv/?source=searchResults&searchType=2&placement=1625080&sortBy=date
Fraser Suites In Hanoi ( Trực Thuộc BIM Group ),Director of Sales & Marketing(MỚI),https://www.vietnamworks.com/director-of-sales-marketing-61-1-1641261-jv/?source=searchResults&searchType=2&placement=1641362&sortBy=date
Công Ty TNHH Lock&Lock HCM,Nhân Viên Merchandise(MỚI),https://www.vietnamworks.com/nhan-vien-merchandise-6-1641307-jv/?source=searchResults&searchType=2&placement=1641408&sortBy=date
Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,Chuyên Viên Triển Khai Và Hỗ Trợ Dịch Vụ Thanh Toán Điện Tử (Ttgsvhdv.cv1)(MỚI),https://www.vietnamworks.com/chuyen-vien-trien-khai-va-ho-tro-dich-vu-thanh-toan-dien-tu-ttgsvhdv-cv1-1631878-jv/?source=searchResults&searchType=2&placement=1631979&sortBy=date
Golden Gate Trade & Service JSC,Project Manager(MỚI),https://www.vietnamworks.com/project-manager-784-1-1-1642771-jv/?source=searchResults&searchType=2&placement=1642872&sortBy=date
"Tilling Timber Pty Ltd, Vietnam Representative Office",Drafts Person In Da Nang(MỚI),https://www.vietnamworks.com/drafts-person-in-da-nang-1-1642825-jv/?source=searchResults&searchType=2&placement=1642926&sortBy=date
"Tilling Timber Pty Ltd, Vietnam Representative Office",3D Designer in Da Nang(MỚI),https://www.vietnamworks.com/3d-designer-in-da-nang-1-1642836-jv/?source=searchResults&searchType=2&placement=1642937&sortBy=date
"SEI Electronic Components (Vietnam), Ltd.",(Upto $700) Process Engineering - Kỹ Sư Quy Trình (Tiếng Anh Giao Tiếp)(MỚI),https://www.vietnamworks.com/upto-700-process-engineering-ky-su-quy-trinh-tieng-anh-giao-tiep-1634511-jv/?source=searchResults&searchType=2&placement=1634612&sortBy=date
Công Ty TNHH FUJIFILM Manufacturing Hải Phòng,Trưởng Nhóm Phòng Quản Lý Cung Ứng và Hoạt Động Hải Quan(MỚI),https://www.vietnamworks.com/truong-nhom-phong-quan-ly-cung-ung-va-hoat-dong-hai-quan-2-1645199-jv/?source=searchResults&searchType=2&placement=1645300&sortBy=date
"Trung Tâm Quản Lý, Điều Hành Mạng (Noc) - Chi Nhánh Tổng Công Ty Viễn Thông Mobifone",Chuyên Viên Kế Hoạch - Thẩm Định(MỚI),https://www.vietnamworks.com/chuyen-vien-ke-hoach-tham-dinh-1640582-jv/?source=searchResults&searchType=2&placement=1640683&sortBy=date
Công Ty TNHH Chứng Khoán Jb Việt Nam,Chuyên Gia Phân Tích Hợp Tác Đối Tác (Có Kinh Nghiệm Trong Ngành Chứng Khoán)(MỚI),https://www.vietnamworks.com/chuyen-gia-phan-tich-hop-tac-doi-tac-co-kinh-nghiem-trong-nganh-chung-khoan-1639249-jv/?source=searchResults&searchType=2&placement=1639350&sortBy=date
Eurowindow Holding,Phó Giám Đốc Chuỗi Cung Ứng Phụ Trách Mua Hàng(MỚI),https://www.vietnamworks.com/pho-giam-doc-chuoi-cung-ung-phu-trach-mua-hang-1626441-jv/?source=searchResults&searchType=2&placement=1626542&sortBy=date
Sacombank – Ngân Hàng TMCP Sài Gòn Thương Tín,Chuyên Viên Khách Hàng Doanh Nghiệp Lớn - Khối Doanh Nghiệp(MỚI),https://www.vietnamworks.com/chuyen-vien-khach-hang-doanh-nghiep-lon-khoi-doanh-nghiep-1645856-jv/?source=searchResults&searchType=2&placement=1645957&sortBy=date
Sacombank – Ngân Hàng TMCP Sài Gòn Thương Tín,Chuyên Viên Phát Triển Liên Kết Đối Tác / Chuyên Viên Phát Triển Kinh Doanh Khu Vực - Khối Doanh Nghiệp(MỚI),https://www.vietnamworks.com/chuyen-vien-phat-trien-lien-ket-doi-tac-chuyen-vien-phat-trien-kinh-doanh-khu-vuc-khoi-doanh-nghiep-1645852-jv/?source=searchResults&searchType=2&placement=1645953&sortBy=date
Công Ty TNHH Công Nghiệp Nhựa Pioneer,Sales Manager(MỚI),https://www.vietnamworks.com/sales-manager-1661-1627937-jv/?source=searchResults&searchType=2&placement=1628038&sortBy=date
Công Ty TNHH Công Nghiệp Nhựa Pioneer,Sales Manager(MỚI),https://www.vietnamworks.com/sales-manager-1661-1627937-jv/?source=searchResults&searchType=2&placement=1628088&sortBy=date
Công Ty Cổ Phần Tập Đoàn Masterise,Senior Manager - Project Marketing(MỚI),https://www.vietnamworks.com/senior-manager-project-marketing-1624985-jv/?source=searchResults&searchType=2&placement=1625136&sortBy=date
Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,Chuyên Viên Pháp Chế (Pc.cv2)(MỚI),https://www.vietnamworks.com/chuyen-vien-phap-che-pc-cv2-1631880-jv/?source=searchResults&searchType=2&placement=1632031&sortBy=date
Dt&c VINA,Testing Engineer(MỚI),https://www.vietnamworks.com/testing-engineer-16-1-1646142-jv/?source=searchResults&searchType=2&placement=1646293&sortBy=date
"Hansae Hcm.,co LTD",Garment Quality Assurance Specialist (QA)(MỚI),https://www.vietnamworks.com/garment-quality-assurance-specialist-qa-1645748-jv/?source=searchResults&searchType=2&placement=1645899&sortBy=date
Capgemini Vietnam,"Data Engineer (Spark, Hadoop, Python)(MỚI)",https://www.vietnamworks.com/data-engineer-spark-hadoop-python-1-1644743-jv/?source=searchResults&searchType=2&placement=1644894&sortBy=date
"Chailease International Leasing Co., Ltd",Collection Officer(MỚI),https://www.vietnamworks.com/collection-officer-4-1626863-jv/?source=searchResults&searchType=2&placement=1627014&sortBy=date
Golden Gate Trade & Service JSC,Business Unit Manager (Operations Manager)- Chinese Concept(MỚI),https://www.vietnamworks.com/business-unit-manager-operations-manager-chinese-concept-1642746-jv/?source=searchResults&searchType=2&placement=1642897&sortBy=date
Deloitte Consulting SEA,"Salesforce Implementation Consulting Manager, Digital Bank Project(MỚI)",https://www.vietnamworks.com/salesforce-implementation-consulting-manager-digital-bank-project-1638711-jv/?source=searchResults&searchType=2&placement=1638862&sortBy=date
Deloitte Consulting Southeast Asia (SEA),"SAP Successfactors Senior Consultant, HR Payroll Transformation(MỚI)",https://www.vietnamworks.com/sap-successfactors-senior-consultant-hr-payroll-transformation-1-1638718-jv/?source=searchResults&searchType=2&placement=1638869&sortBy=date
B.Braun Vietnam Company Ltd.,National Sales Manager(MỚI),https://www.vietnamworks.com/national-sales-manager-62-1-1642694-jv/?source=searchResults&searchType=2&placement=1642845&sortBy=date
"Corona Resort & Casino Phu Quoc, Vietnam",General Cashier – Chuyên Viên Ngân Quỹ(MỚI),https://www.vietnamworks.com/general-cashier-chuyen-vien-ngan-quy-1642700-jv/?source=searchResults&searchType=2&placement=1642851&sortBy=date
FORD Vietnam Limited,[Tuyển Gấp] Supplier Technical Assistance (STA) - Site Manager (Làm Việc Tại Nhà Máy Ford Việt Nam Tại Hải Dương)(MỚI),https://www.vietnamworks.com/tuyen-gap-supplier-technical-assistance-sta-site-manager-lam-viec-tai-nha-may-ford-viet-nam-tai-hai-duong-1639114-jv/?source=searchResults&searchType=2&placement=1639265&sortBy=date
LG Electronics Development Vietnam Company Limited,Java Software Engineer - Relocation Bonus - Hybrid Working(MỚI),https://www.vietnamworks.com/java-software-engineer-relocation-bonus-hybrid-working-1-1637747-jv/?source=searchResults&searchType=2&placement=1637898&sortBy=date
LG Electronics Development Vietnam Company Limited,Software Project Manager - Up to 2500$ - Relocation Bonus - Hybrid Working(MỚI),https://www.vietnamworks.com/software-project-manager-up-to-2500-relocation-bonus-hybrid-working-1-1637740-jv/?source=searchResults&searchType=2&placement=1637891&sortBy=date
Navigos Group,Project Recruiter(MỚI),https://www.vietnamworks.com/project-recruiter-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1640198-jv/?source=searchResults&searchType=2&placement=1640349&sortBy=date
ELCA Information Technology (Vietnam) Limited,"Senior .NET Developer (Based in Tan Binh District, HCMC)(MỚI)",https://www.vietnamworks.com/senior-net-developer-based-in-tan-binh-district-hcmc-1624310-jv/?source=searchResults&searchType=2&placement=1624461&sortBy=date
ELCA Information Technology (Vietnam) Limited,Senior Java Developer (Based in Ha Noi & Da Nang)(MỚI),https://www.vietnamworks.com/senior-java-developer-based-in-ha-noi-da-nang-1624316-jv/?source=searchResults&searchType=2&placement=1624467&sortBy=date
Công Ty TNHH Janakuasa Việt Nam,Fuel Qualify and Quantity Acceptance (Chuyên Viên Quản Lý Khối Lượng và Chất Lượng Nhiên Liệu)(MỚI),https://www.vietnamworks.com/fuel-qualify-and-quantity-acceptance-chuyen-vien-quan-ly-khoi-luong-va-chat-luong-nhien-lieu-1626850-jv/?source=searchResults&searchType=2&placement=1627001&sortBy=date
Công Ty Cổ Phần Phân Phối Thallo,"Chuyên Viên Kinh Doanh (Lương Cứng 7 -12 Triệu + Hoa Hồng Hấp Dẫn, Thu Nhập 20-50Tr/tháng)(MỚI)",https://www.vietnamworks.com/chuyen-vien-kinh-doanh-luong-cung-7-12-trieu-hoa-hong-hap-dan-thu-nhap-20-50tr-thang-1630855-jv/?source=searchResults&searchType=2&placement=1631006&sortBy=date
Hunter Douglas,Nhân Viên Kinh Doanh / Sales Representative (Minimum 2 Years Experienced)(MỚI),https://www.vietnamworks.com/nhan-vien-kinh-doanh-sales-representative-minimum-2-years-experienced-1-1646470-jv/?source=searchResults&searchType=2&placement=1646621&sortBy=date
Odoo HK Limited,Business Development Executive(MỚI),https://www.vietnamworks.com/business-development-executive-438-1-1642884-jv/?source=searchResults&searchType=2&placement=1643035&sortBy=date
"Chailease International Leasing Co., Ltd",Nhân Viên Pháp Lý Thu Hồi Công Nợ(MỚI),https://www.vietnamworks.com/nhan-vien-phap-ly-thu-hoi-cong-no-1-1-1646457-jv/?source=searchResults&searchType=2&placement=1646608&sortBy=date
"Corona Resort & Casino Phu Quoc, Vietnam",Executive Chef – Tổng Bếp Trưởng(MỚI),https://www.vietnamworks.com/executive-chef-tong-bep-truong-4-1642701-jv/?source=searchResults&searchType=2&placement=1642852&sortBy=date
Công Ty TNHH Healthy Homes Viet Nam,Sales - Nhân Viên Kinh Doanh - Lương 15 - 20 Triệu Đi Làm Ngay Quận Bình Thạnh(MỚI),https://www.vietnamworks.com/sales-nhan-vien-kinh-doanh-luong-15-20-trieu-di-lam-ngay-quan-binh-thanh-1-1-1-1-1-1-1642765-jv/?source=searchResults&searchType=2&placement=1642916&sortBy=date
Công Ty TNHH Hyosung Financial System VINA,Nhân Viên Mua Hàng Phụ Trách Khuôn Jig (Chỉ Tuyển Nam)(MỚI),https://www.vietnamworks.com/nhan-vien-mua-hang-phu-trach-khuon-jig-chi-tuyen-nam-1642689-jv/?source=searchResults&searchType=2&placement=1642840&sortBy=date
"Chailease International Leasing Co., Ltd",Legal Officer(MỚI),https://www.vietnamworks.com/legal-officer-113-1626864-jv/?source=searchResults&searchType=2&placement=1627015&sortBy=date
Deloitte Consulting SEA,Consultant - Salesforce Developer - HCM/ HN(MỚI),https://www.vietnamworks.com/consultant-salesforce-developer-hcm-hn-1-1638720-jv/?source=searchResults&searchType=2&placement=1638871&sortBy=date
Deloitte Consulting Southeast Asia (SEA),"SAP Successfactors Consulting Manager, HR Transformation(MỚI)",https://www.vietnamworks.com/sap-successfactors-consulting-manager-hr-transformation-1-1638714-jv/?source=searchResults&searchType=2&placement=1638865&sortBy=date
Công Ty TNHH MTV Vinschool,Chuyên Viên Biên Phiên Dịch(MỚI),https://www.vietnamworks.com/chuyen-vien-bien-phien-dich-3-1629665-jv/?source=searchResults&searchType=2&placement=1629816&sortBy=date
"Aeon Mall Vietnam Co., Ltd",Leasing Executive (Hanoi Head Office – 238)(MỚI),https://www.vietnamworks.com/leasing-executive-hanoi-head-office-238-1-1638971-jv/?source=searchResults&searchType=2&placement=1639122&sortBy=date
ELCA Information Technology (Vietnam) Limited,"Senior JAVA Developer (Based in Tan Binh District, HCMC)(MỚI)",https://www.vietnamworks.com/senior-java-developer-based-in-tan-binh-district-hcmc-1624306-jv/?source=searchResults&searchType=2&placement=1624457&sortBy=date
